,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
16197,B. Bye,27,https://cdn.sofifa.org/48/18/players/238210.png,Norway,https://cdn.sofifa.org/flags/36.png,57,58,Sogndal,https://cdn.sofifa.org/24/18/teams/1465.png,€120K,€1K,1324,55,27,54,52,49,45,31,41,58,62,31,13,10,8,12,14,60,17,62,31,61,13,61,55,49,45,54,15,50,58,13,71,51,41,52.0,32.0,33.0,54.0,45.0,238210,52.0,33.0,32.0,45.0,33.0,54.0,50.0,56.0,52.0,35.0,ST ,52.0,33.0,32.0,45.0,33.0,54.0,50.0,56.0,52.0,35.0,56.0
16198,Y. Ito,24,https://cdn.sofifa.org/48/18/players/232579.png,Japan,https://cdn.sofifa.org/flags/163.png,57,61,Albirex Niigata,https://cdn.sofifa.org/24/18/teams/112906.png,€130K,€1K,1613,71,44,70,76,62,60,65,66,68,63,68,9,12,12,12,12,42,50,51,57,51,34,49,46,47,60,54,41,72,61,46,57,49,36,58.0,47.0,51.0,58.0,56.0,232579,58.0,53.0,47.0,56.0,51.0,58.0,61.0,56.0,61.0,55.0,RM CM ,58.0,53.0,47.0,56.0,51.0,58.0,61.0,56.0,61.0,55.0,56.0
16199,K. Ahearne-Grant,19,https://cdn.sofifa.org/48/18/players/225668.png,England,https://cdn.sofifa.org/flags/14.png,57,74,Charlton Athletic,https://cdn.sofifa.org/24/18/teams/89.png,€220K,€1K,1441,83,36,69,61,54,49,38,39,52,54,35,11,10,13,15,14,52,25,69,31,42,20,55,59,55,49,53,24,85,63,23,59,54,39,54.0,37.0,39.0,56.0,47.0,225668,54.0,43.0,37.0,47.0,39.0,56.0,55.0,56.0,56.0,44.0,CF ST ,54.0,43.0,37.0,47.0,39.0,56.0,55.0,56.0,56.0,44.0,56.0
16200,N. Freeman,21,https://cdn.sofifa.org/48/18/players/235397.png,England,https://cdn.sofifa.org/flags/14.png,57,65,Wycombe Wanderers,https://cdn.sofifa.org/24/18/teams/1933.png,€150K,€2K,1376,68,29,60,61,60,51,57,40,60,40,32,8,10,13,14,9,31,27,49,47,49,28,45,49,43,58,52,32,66,60,35,46,55,43,55.0,37.0,43.0,54.0,52.0,235397,55.0,45.0,37.0,52.0,43.0,54.0,56.0,49.0,56.0,47.0,CM LM RM ,55.0,45.0,37.0,52.0,43.0,54.0,56.0,49.0,56.0,47.0,49.0
16201,M. O'Leary,20,https://cdn.sofifa.org/48/18/players/220807.png,England,https://cdn.sofifa.org/flags/14.png,57,68,Bristol City,https://cdn.sofifa.org/24/18/teams/1919.png,€140K,€3K,1017,38,26,30,48,19,41,16,11,13,10,12,60,58,54,58,56,11,19,58,17,14,18,29,12,45,25,25,16,48,43,17,52,45,14,,,,,,220807,,,,,,,,,,,GK ,,,,,,,,,,,
16202,L. Grace,24,https://cdn.sofifa.org/48/18/players/231303.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,57,65,Shamrock Rovers,https://cdn.sofifa.org/24/18/teams/306.png,€130K,€1K,1271,50,57,53,50,42,50,22,29,28,33,25,13,14,6,7,6,52,54,71,37,22,55,31,20,49,46,42,54,63,58,56,74,32,20,37.0,56.0,50.0,37.0,40.0,231303,37.0,50.0,56.0,40.0,50.0,37.0,38.0,40.0,37.0,48.0,CM CB ,37.0,50.0,56.0,40.0,50.0,37.0,38.0,40.0,37.0,48.0,40.0
16203,M. Timlin,22,https://cdn.sofifa.org/48/18/players/217992.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,57,66,Finn Harps,https://cdn.sofifa.org/24/18/teams/111131.png,€160K,€1K,1576,75,38,76,76,59,55,59,55,60,55,57,14,9,14,14,12,42,38,55,55,56,32,51,56,57,58,53,40,69,58,40,38,58,47,59.0,42.0,48.0,59.0,56.0,217992,59.0,50.0,42.0,56.0,48.0,59.0,60.0,55.0,60.0,52.0,RM LM CM ,59.0,50.0,42.0,56.0,48.0,59.0,60.0,55.0,60.0,52.0,55.0
16204,N. Sakai,24,https://cdn.sofifa.org/48/18/players/232585.png,Japan,https://cdn.sofifa.org/flags/163.png,57,60,Albirex Niigata,https://cdn.sofifa.org/24/18/teams/112906.png,€110K,€1K,1559,73,41,64,61,55,57,54,40,54,46,39,8,15,6,9,10,41,45,62,62,46,49,48,47,50,66,47,53,70,75,55,81,51,36,56.0,54.0,56.0,54.0,56.0,232585,56.0,56.0,54.0,56.0,56.0,54.0,58.0,52.0,56.0,57.0,CM LB ,56.0,56.0,54.0,56.0,56.0,54.0,58.0,52.0,56.0,57.0,52.0
16205,T. Gran,18,https://cdn.sofifa.org/48/18/players/237961.png,Norway,https://cdn.sofifa.org/flags/36.png,57,78,Lillestrøm SK,https://cdn.sofifa.org/24/18/teams/299.png,€240K,€1K,1337,73,33,57,63,52,49,32,33,46,58,29,13,14,9,6,9,56,11,67,32,54,11,64,55,51,50,53,11,72,54,19,62,48,40,52.0,32.0,34.0,54.0,45.0,237961,52.0,35.0,32.0,45.0,34.0,54.0,51.0,56.0,53.0,36.0,ST ,52.0,35.0,32.0,45.0,34.0,54.0,51.0,56.0,53.0,36.0,56.0
16206,A. Timofeev,21,https://cdn.sofifa.org/48/18/players/220554.png,Russia,https://cdn.sofifa.org/flags/40.png,57,67,FC Ural,https://cdn.sofifa.org/24/18/teams/111264.png,€130K,€2K,885,24,18,29,21,18,29,20,18,13,13,20,56,54,53,54,62,17,16,30,19,20,16,22,15,52,22,21,15,33,25,13,35,24,17,,,,,,220554,,,,,,,,,,,GK ,,,,,,,,,,,
16207,J. Meneses,33,https://cdn.sofifa.org/48/18/players/231562.png,Colombia,https://cdn.sofifa.org/flags/56.png,57,57,CD America de Cali,https://cdn.sofifa.org/24/18/teams/101099.png,€50K,€1K,870,25,27,33,26,18,31,13,13,5,8,14,56,60,57,58,58,12,6,35,24,7,6,15,7,43,28,24,14,32,20,13,74,33,6,,,,,,231562,,,,,,,,,,,GK ,,,,,,,,,,,
16208,M. Wilks,18,https://cdn.sofifa.org/48/18/players/236938.png,England,https://cdn.sofifa.org/flags/14.png,57,77,Accrington Stanley,https://cdn.sofifa.org/24/18/teams/110313.png,€220K,€3K,1401,74,31,63,72,58,45,31,48,60,58,32,14,11,5,9,9,45,11,57,41,52,20,61,47,59,51,57,15,77,61,16,60,49,47,55.0,32.0,37.0,57.0,48.0,236938,55.0,38.0,32.0,48.0,37.0,57.0,55.0,56.0,56.0,40.0,RM LM ST ,55.0,38.0,32.0,48.0,37.0,57.0,55.0,56.0,56.0,40.0,56.0
16209,M. Chajia,19,https://cdn.sofifa.org/48/18/players/238474.png,Belgium,https://cdn.sofifa.org/flags/7.png,57,68,Novara,https://cdn.sofifa.org/24/18/teams/112225.png,€170K,€1K,1429,67,35,62,72,61,53,42,49,65,48,41,14,7,15,6,15,43,19,54,51,55,14,57,44,54,60,57,19,68,53,19,52,59,52,58.0,33.0,40.0,57.0,53.0,238474,58.0,39.0,33.0,53.0,40.0,57.0,57.0,54.0,57.0,42.0,CF ,58.0,39.0,33.0,53.0,40.0,57.0,57.0,54.0,57.0,42.0,54.0
16210,J. Ochoa,20,https://cdn.sofifa.org/48/18/players/240010.png,Colombia,https://cdn.sofifa.org/flags/56.png,57,66,Envigado FC,https://cdn.sofifa.org/24/18/teams/112526.png,€140K,€1K,1204,55,46,51,52,29,63,25,20,20,18,28,11,7,7,8,9,62,59,64,22,16,54,32,25,61,33,34,50,58,64,59,73,32,20,32.0,56.0,47.0,33.0,35.0,240010,32.0,51.0,56.0,35.0,47.0,33.0,34.0,37.0,32.0,47.0,CB ,32.0,51.0,56.0,35.0,47.0,33.0,34.0,37.0,32.0,47.0,37.0
16211,N. Seufert,20,https://cdn.sofifa.org/48/18/players/234891.png,Germany,https://cdn.sofifa.org/flags/21.png,57,71,1. FC Kaiserslautern,https://cdn.sofifa.org/24/18/teams/29.png,€230K,€2K,1415,66,42,69,75,59,54,51,50,63,46,41,10,9,6,8,14,36,27,53,53,41,23,53,48,53,59,50,30,67,54,28,38,50,43,56.0,36.0,43.0,55.0,52.0,234891,56.0,43.0,36.0,52.0,43.0,55.0,57.0,51.0,56.0,46.0,CAM ,56.0,43.0,36.0,52.0,43.0,55.0,57.0,51.0,56.0,46.0,51.0
16212,S. Aziz,25,https://cdn.sofifa.org/48/18/players/203149.png,Sweden,https://cdn.sofifa.org/flags/46.png,57,60,GIF Sundsvall,https://cdn.sofifa.org/24/18/teams/1596.png,€130K,€1K,1507,78,43,74,71,63,53,36,60,66,55,52,12,11,14,12,14,47,22,69,43,52,16,50,45,48,51,59,20,79,60,18,59,55,53,57.0,35.0,39.0,58.0,50.0,203149,57.0,40.0,35.0,50.0,39.0,58.0,57.0,56.0,58.0,42.0,LW CF ST ,57.0,40.0,35.0,50.0,39.0,58.0,57.0,56.0,58.0,42.0,56.0
16213,E. Zharikov,19,https://cdn.sofifa.org/48/18/players/230029.png,Russia,https://cdn.sofifa.org/flags/40.png,57,73,FC Ural,https://cdn.sofifa.org/24/18/teams/111264.png,€180K,€1K,1010,42,17,32,67,17,32,20,11,11,18,12,59,53,59,53,60,18,25,50,17,19,13,15,15,51,31,21,17,47,29,19,43,30,19,,,,,,230029,,,,,,,,,,,GK ,,,,,,,,,,,
16214,G. Mastinu,25,https://cdn.sofifa.org/48/18/players/234893.png,Italy,https://cdn.sofifa.org/flags/27.png,57,59,La Spezia,https://cdn.sofifa.org/24/18/teams/110741.png,€130K,€1K,1456,66,35,57,72,60,64,50,42,63,57,41,8,13,15,11,14,42,24,42,54,41,24,55,55,38,62,72,22,68,58,28,57,57,53,57.0,36.0,43.0,58.0,53.0,234893,57.0,41.0,36.0,53.0,43.0,58.0,58.0,57.0,57.0,44.0,RW ,57.0,41.0,36.0,53.0,43.0,58.0,58.0,57.0,57.0,44.0,57.0
16215,N. Landgraf,21,https://cdn.sofifa.org/48/18/players/234382.png,Germany,https://cdn.sofifa.org/flags/21.png,57,65,Hallescher FC,https://cdn.sofifa.org/24/18/teams/110482.png,€130K,€1K,1473,75,55,78,76,58,55,52,43,57,26,27,6,13,9,11,13,44,52,73,41,24,51,36,41,49,54,36,55,67,70,54,56,40,31,49.0,53.0,53.0,48.0,49.0,234382,49.0,56.0,53.0,49.0,53.0,48.0,53.0,45.0,51.0,57.0,LB ,49.0,56.0,53.0,49.0,53.0,48.0,53.0,45.0,51.0,57.0,45.0
16216,A. Fletcher,18,https://cdn.sofifa.org/48/18/players/237710.png,England,https://cdn.sofifa.org/flags/14.png,57,72,Plymouth Argyle,https://cdn.sofifa.org/24/18/teams/1929.png,€220K,€1K,1461,75+4,49,77+2,68-4,54,56,51,44,53,57,48,6,12,13,13,5,46,18,73+5,34,52,18,66,54,57,45,57,11,73-3,60,18,53,41,60,52.0,33.0,36.0,55.0,45.0,237710,52.0,39.0,33.0,45.0,36.0,55.0,54.0,56.0,56.0,41.0,ST ,52.0,39.0,33.0,45.0,36.0,55.0,54.0,56.0,56.0,41.0,56.0
16217,C. Burton,20,https://cdn.sofifa.org/48/18/players/222095.png,England,https://cdn.sofifa.org/flags/14.png,57,69,Hull City,https://cdn.sofifa.org/24/18/teams/1952.png,€150K,€1K,1022,35,19,40,58,25,27,12,11,12,19,16,58,56,54,55,60,17,24,59,25,13,20,22,14,49,21,24,13,49,29,12,48,37,16,,,,,,222095,,,,,,,,,,,GK ,,,,,,,,,,,
16218,C. Cooper,20,https://cdn.sofifa.org/48/18/players/228239.png,England,https://cdn.sofifa.org/flags/14.png,57,68,Forest Green,https://cdn.sofifa.org/24/18/teams/561.png,€180K,€2K,1581,70,52,74,70,59,54,44,47,55,41,43,15,12,12,11,11,40,45,76,56,55,43,45,49,52,59,57,46,68,68,50,61,57,38,56.0,50.0,53.0,55.0,56.0,228239,56.0,52.0,50.0,56.0,53.0,55.0,56.0,52.0,55.0,53.0,CM ,56.0,52.0,50.0,56.0,53.0,55.0,56.0,52.0,55.0,53.0,52.0
16219,M. Najjar,22,https://cdn.sofifa.org/48/18/players/232335.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,57,68,Al Qadisiyah,https://cdn.sofifa.org/24/18/teams/112391.png,€170K,€2K,1579,57,50,63,84,62,60,53,60,61,55,39,12,14,14,13,9,41,45,61,62,39,48,55,52,53,63,56,43,64,58,41,57,51,44,57.0,49.0,53.0,56.0,56.0,232335,57.0,51.0,49.0,56.0,53.0,56.0,58.0,55.0,57.0,53.0,CM ,57.0,51.0,49.0,56.0,53.0,56.0,58.0,55.0,57.0,53.0,55.0
16220,O. Kolak,20,https://cdn.sofifa.org/48/18/players/235919.png,Turkey,https://cdn.sofifa.org/flags/48.png,57,69,Antalyaspor,https://cdn.sofifa.org/24/18/teams/741.png,€160K,€2K,1324,60,50,62,68,40,46,26,29,32,20,28,10,7,7,11,10,57,57,69,27,29,52,46,26,49,35,47,60,54,63,62,66,31,34,36.0,56.0,48.0,36.0,38.0,235919,36.0,52.0,56.0,38.0,48.0,36.0,37.0,39.0,36.0,49.0,CB ,36.0,52.0,56.0,38.0,48.0,36.0,37.0,39.0,36.0,49.0,39.0
16221,T. Mauricio,23,https://cdn.sofifa.org/48/18/players/225169.png,France,https://cdn.sofifa.org/flags/18.png,57,61,Valenciennes FC,https://cdn.sofifa.org/24/18/teams/110456.png,€140K,€1K,1419,73,31,57,90,60,49,54,50,54,65,37,12,8,13,12,11,39,17,49,37,53,26,52,54,46,44,66,29,71,34,24,41,49,61,53.0,33.0,35.0,56.0,45.0,225169,53.0,40.0,33.0,45.0,35.0,56.0,54.0,56.0,57.0,41.0,RW ,53.0,40.0,33.0,45.0,35.0,56.0,54.0,56.0,57.0,41.0,56.0
16222,Kim Moo Gun,20,https://cdn.sofifa.org/48/18/players/237457.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,57,66,Jeju United FC,https://cdn.sofifa.org/24/18/teams/1478.png,€160K,€1K,1348,73,35,62,71,61,41,58,39,57,51,34,14,9,11,11,9,33,16,48,32,34,20,48,53,55,53,57,21,74,35,27,49,53,45,55.0,33.0,37.0,56.0,47.0,237457,55.0,40.0,33.0,47.0,37.0,56.0,56.0,53.0,57.0,42.0,LW ,55.0,40.0,33.0,47.0,37.0,56.0,56.0,53.0,57.0,42.0,53.0
16223,H. Muñoz,22,https://cdn.sofifa.org/48/18/players/236434.png,Mexico,https://cdn.sofifa.org/flags/83.png,57,65,Club Tijuana,https://cdn.sofifa.org/24/18/teams/111678.png,€130K,€2K,1445,68,66,60,67,41,42,48,35,63,27,37,11,11,13,12,12,49,57,64,34,27,57,45,43,54,35,26,66,69,59,60,66,35,28,44.0,58.0,51.0,45.0,43.0,236434,44.0,56.0,58.0,43.0,51.0,45.0,48.0,43.0,48.0,55.0,RB ,44.0,56.0,58.0,43.0,51.0,45.0,48.0,43.0,48.0,55.0,43.0
16224,R. Öktem,20,https://cdn.sofifa.org/48/18/players/235923.png,Turkey,https://cdn.sofifa.org/flags/48.png,57,69,Alanyaspor,https://cdn.sofifa.org/24/18/teams/113142.png,€180K,€2K,1578,64,63,75,67,61,44,48,44,60,36,43,9,12,13,13,13,56,48,63,60,51,52,53,28,55,68,56,62,55,34,61,68,55,32,56.0,58.0,57.0,53.0,56.0,235923,56.0,55.0,58.0,56.0,57.0,53.0,54.0,50.0,54.0,55.0,CDM CM ,56.0,55.0,58.0,56.0,57.0,53.0,54.0,50.0,54.0,55.0,50.0
16225,H. Traorè,17,https://cdn.sofifa.org/48/18/players/240787.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,57,79,Empoli,https://cdn.sofifa.org/24/18/teams/1746.png,€230K,€1K,1474,65,43,77,59,58,60,40,54,55,42,43,8,10,14,12,11,46,21,51,61,28,34,49,44,50,63,54,54,66,61,41,57,62,41,56.0,44.0,48.0,53.0,54.0,240787,56.0,48.0,44.0,54.0,48.0,53.0,55.0,50.0,54.0,49.0,CAM ,56.0,48.0,44.0,54.0,48.0,53.0,55.0,50.0,54.0,49.0,50.0
16226,G. Sava,30,https://cdn.sofifa.org/48/18/players/190099.png,Romania,https://cdn.sofifa.org/flags/39.png,57,57,Dundalk,https://cdn.sofifa.org/24/18/teams/837.png,€70K,€1K,1064,39,40,56,46,23,33,15,13,18,17,18,59,56,55,58,57,13,23,58,27,15,9,13,20,48,37,22,10,42,29,9,59,43,17,,,,,,190099,,,,,,,,,,,GK ,,,,,,,,,,,
16227,V. Vujinovic,18,https://cdn.sofifa.org/48/18/players/234644.png,Germany,https://cdn.sofifa.org/flags/21.png,57,75,Karlsruher SC,https://cdn.sofifa.org/24/18/teams/1832.png,€220K,€1K,1359,69,33,74,70,54,42,32,38,51,60,32,5,13,12,11,15,52,18,60,29,53,13,54,55,51,47,61,15,70,55,16,56,36,49,51.0,32.0,33.0,54.0,43.0,234644,51.0,36.0,32.0,43.0,33.0,54.0,50.0,56.0,53.0,37.0,ST ,51.0,36.0,32.0,43.0,33.0,54.0,50.0,56.0,53.0,37.0,56.0
16228,Y. Martelat,20,https://cdn.sofifa.org/48/18/players/239508.png,France,https://cdn.sofifa.org/flags/18.png,57,70,Olympique Lyonnais,https://cdn.sofifa.org/24/18/teams/66.png,€200K,€6K,1532,57,60,56,76,54,48,48,47,53,37,41,7,8,7,14,7,51,57,58,57,44,54,50,45,54,63,53,56,54,66,53,48,58,39,54.0,55.0,57.0,52.0,56.0,239508,54.0,56.0,55.0,56.0,57.0,52.0,54.0,49.0,52.0,56.0,CM ,54.0,56.0,55.0,56.0,57.0,52.0,54.0,49.0,52.0,56.0,49.0
16229,Z. Westbrooke,20,https://cdn.sofifa.org/48/18/players/229269.png,England,https://cdn.sofifa.org/flags/14.png,57,71,Brentford,https://cdn.sofifa.org/24/18/teams/1925.png,€230K,€5K,1509,66,58,62,69,60,51,50,38,57,43,42,12,12,14,6,11,47,24,57,59,48,32,49,58,54,62,55,44,60,68,43,45,60,44,58.0,44.0,49.0,56.0,56.0,229269,58.0,49.0,44.0,56.0,49.0,56.0,58.0,53.0,57.0,50.0,CM ,58.0,49.0,44.0,56.0,49.0,56.0,58.0,53.0,57.0,50.0,53.0
16230,N. McGinley,20,https://cdn.sofifa.org/48/18/players/234645.png,England,https://cdn.sofifa.org/flags/14.png,57,71,Middlesbrough,https://cdn.sofifa.org/24/18/teams/12.png,€200K,€2K,1401,60,56,60,42,36,38,45,35,70,37,36,13,14,12,9,6,51,61,59,30,29,57,45,46,59,31,32,67,56,55,68,49,39,36,44.0,57.0,50.0,46.0,43.0,234645,44.0,56.0,57.0,43.0,50.0,46.0,48.0,45.0,48.0,54.0,LB ,44.0,56.0,57.0,43.0,50.0,46.0,48.0,45.0,48.0,54.0,45.0
16231,D. Srnić,25,https://cdn.sofifa.org/48/18/players/239765.png,Serbia,https://cdn.sofifa.org/flags/51.png,57,60,Śląsk Wrocław,https://cdn.sofifa.org/24/18/teams/111092.png,€110K,€1K,1530,65,57,77,81,52,42,52,35,42,33,38,10,6,15,15,13,47,61,59,58,41,48,41,49,55,63,55,59,61,63,54,38,45,42,51.0,53.0,56.0,50.0,53.0,239765,51.0,57.0,53.0,53.0,56.0,50.0,52.0,48.0,51.0,57.0,CDM ,51.0,57.0,53.0,53.0,56.0,50.0,52.0,48.0,51.0,57.0,48.0
16232,M. Köbbing,20,https://cdn.sofifa.org/48/18/players/239510.png,Germany,https://cdn.sofifa.org/flags/21.png,57,70,1. FC Heidenheim,https://cdn.sofifa.org/24/18/teams/111235.png,€160K,€1K,910,28,34,29,22,17,37,10,11,12,8,9,62,58,53,52,57,11,12,58,27,10,8,15,5,49,28,21,15,38,25,14,60,44,8,,,,,,239510,,,,,,,,,,,GK ,,,,,,,,,,,
16233,R. Cardozo,28,https://cdn.sofifa.org/48/18/players/240279.png,Paraguay,https://cdn.sofifa.org/flags/58.png,57,58,Águilas Doradas,https://cdn.sofifa.org/24/18/teams/112578.png,€80K,€1K,851,18,26,34,38,14,38,10,10,9,7,14,55,57,58,60,57,12,8,49,25,6,7,10,8,42,28,20,14,22,26,13,63,23,8,,,,,,240279,,,,,,,,,,,GK ,,,,,,,,,,,
16234,M. Delley,28,https://cdn.sofifa.org/48/18/players/240536.png,Switzerland,https://cdn.sofifa.org/flags/47.png,57,57,FC Lausanne-Sports,https://cdn.sofifa.org/24/18/teams/1862.png,€100K,€2K,1393,65,35,57,77,60,48,54,46,58,44,34,15,12,10,9,11,36,23,47,53,35,26,58,70,39,61,59,26,61,51,31,46,45,39,55.0,35.0,42.0,55.0,51.0,240536,55.0,41.0,35.0,51.0,42.0,55.0,56.0,53.0,55.0,44.0,RM ,55.0,41.0,35.0,51.0,42.0,55.0,56.0,53.0,55.0,44.0,53.0
16235,Yu In Soo,22,https://cdn.sofifa.org/48/18/players/232857.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,57,65,F.C. Tokyo,https://cdn.sofifa.org/24/18/teams/101150.png,€150K,€2K,1540,74,47,60,66,61,52,48,46,60,56,47,15,6,12,9,7,41,43,67,52,56,41,49,55,49,50,54,40,71,61,38,60,51,48,56.0,46.0,48.0,57.0,53.0,232857,56.0,49.0,46.0,53.0,48.0,57.0,57.0,56.0,57.0,51.0,LM RM CAM ,56.0,49.0,46.0,53.0,48.0,57.0,57.0,56.0,57.0,51.0,56.0
16236,J. Earl,18,https://cdn.sofifa.org/48/18/players/239513.png,England,https://cdn.sofifa.org/flags/14.png,57,69,Preston North End,https://cdn.sofifa.org/24/18/teams/1801.png,€150K,€1K,1485,74,37,72,67,50,43,49,39,63,38,39,13,8,9,7,7,40,55,45,41,34,52,52,46,44,49,59,54,72,76,57,52,38,47,49.0,51.0,51.0,50.0,49.0,239513,49.0,56.0,51.0,49.0,51.0,50.0,53.0,49.0,52.0,56.0,ST LM LB ,49.0,56.0,51.0,49.0,51.0,50.0,53.0,49.0,52.0,56.0,49.0
16237,R. Cole,19,https://cdn.sofifa.org/48/18/players/233115.png,England,https://cdn.sofifa.org/flags/14.png,57,72,Newport County,https://cdn.sofifa.org/24/18/teams/112254.png,€220K,€3K,1623,66,55,71,78,57,55,43,74,62,52,68,8,12,12,6,12,41,40,54,59,60,37,51,51,47,62,72,46,58,55,50,60,60,44,58.0,48.0,52.0,57.0,56.0,233115,58.0,49.0,48.0,56.0,52.0,57.0,56.0,55.0,57.0,50.0,CM ,58.0,49.0,48.0,56.0,52.0,57.0,56.0,55.0,57.0,50.0,55.0
16238,R. Bushiri,17,https://cdn.sofifa.org/48/18/players/239259.png,Belgium,https://cdn.sofifa.org/flags/7.png,57,77,KV Oostende,https://cdn.sofifa.org/24/18/teams/682.png,€180K,€1K,1233,54,51,36,58,32,55,24,23,23,17,31,13,13,8,5,11,61,51,67,29,26,56,36,24,50,29,36,52,60,60,61,82,26,28,30.0,56.0,46.0,32.0,34.0,239259,30.0,49.0,56.0,34.0,46.0,32.0,33.0,37.0,31.0,46.0,CB ,30.0,49.0,56.0,34.0,46.0,32.0,33.0,37.0,31.0,46.0,37.0
16239,A. Cavagnera,18,https://cdn.sofifa.org/48/18/players/239515.png,Belgium,https://cdn.sofifa.org/flags/7.png,57,74,Standard de Liège,https://cdn.sofifa.org/24/18/teams/232.png,€190K,€1K,1470,62,62,61,59,61,49,46,37,51,26,45,14,10,10,9,8,54,53,63,57,38,49,34,34,50,59,50,56,62,55,57,57,52,29,51.0,56.0,56.0,49.0,53.0,239515,51.0,55.0,56.0,53.0,56.0,49.0,52.0,46.0,50.0,55.0,CDM ,51.0,55.0,56.0,53.0,56.0,49.0,52.0,46.0,50.0,55.0,46.0
16240,Y. Mersin,22,https://cdn.sofifa.org/48/18/players/202141.png,Turkey,https://cdn.sofifa.org/flags/48.png,57,65,Crawley Town,https://cdn.sofifa.org/24/18/teams/110890.png,€110K,€1K,988,38,38,38,54,21,28,11,11,19,11,12,57,52,56,58,59,13,13,44,16,13,11,21,19,51,21,20,16,40,36,17,61,30,11,,,,,,202141,,,,,,,,,,,GK ,,,,,,,,,,,
16241,J. Torres,20,https://cdn.sofifa.org/48/18/players/237981.png,Colombia,https://cdn.sofifa.org/flags/56.png,57,72,Atlético Bucaramanga,https://cdn.sofifa.org/24/18/teams/112992.png,€210K,€1K,1453,65,66,64,69,57,56,39,36,53,26,34,6,6,14,13,7,42,64,59,44,37,56,40,36,59,51,42,53,62,72,55,49,43,34,49.0,55.0,56.0,48.0,51.0,237981,49.0,56.0,55.0,51.0,56.0,48.0,51.0,44.0,49.0,57.0,CDM ,49.0,56.0,55.0,51.0,56.0,48.0,51.0,44.0,49.0,57.0,44.0
16242,N. D'Agostino,19,https://cdn.sofifa.org/48/18/players/231582.png,Australia,https://cdn.sofifa.org/flags/195.png,57,68,Brisbane Roar,https://cdn.sofifa.org/24/18/teams/111395.png,€170K,€1K,1406,79,43,77,75,52,52,47,35,54,57,34,14,8,14,11,8,51,18,68,40,43,16,54,59,50,50,51,19,78,32,21,73,41,34,53.0,36.0,36.0,55.0,44.0,231582,53.0,38.0,36.0,44.0,36.0,55.0,53.0,56.0,56.0,39.0,ST ,53.0,38.0,36.0,44.0,36.0,55.0,53.0,56.0,56.0,39.0,56.0
16243,D. Casey,19,https://cdn.sofifa.org/48/18/players/237470.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,57,68,Bohemian FC,https://cdn.sofifa.org/24/18/teams/305.png,€150K,€1K,1321,51,57,55,48,35,45,30,30,37,30,34,6,12,9,15,8,55,57,55,33,30,53,45,26,55,38,46,58,61,59,63,67,30,33,37.0,56.0,49.0,38.0,39.0,237470,37.0,52.0,56.0,39.0,49.0,38.0,39.0,41.0,38.0,50.0,CB ,37.0,52.0,56.0,39.0,49.0,38.0,39.0,41.0,38.0,50.0,41.0
16244,N. Depuy,22,https://cdn.sofifa.org/48/18/players/237215.png,United States,https://cdn.sofifa.org/flags/95.png,57,63,Montreal Impact,https://cdn.sofifa.org/24/18/teams/111139.png,€140K,€1K,1371,34,74,33,34,55,45,34,46,45,55,34,7,9,14,5,11,68,39,39,34,45,44,55,59,50,48,68,23,42,53,42,83,41,48,47.0,50.0,47.0,51.0,46.0,237215,47.0,42.0,50.0,46.0,47.0,51.0,46.0,56.0,47.0,42.0,ST ,47.0,42.0,50.0,46.0,47.0,51.0,46.0,56.0,47.0,42.0,56.0
16245,M. Nazarit,19,https://cdn.sofifa.org/48/18/players/237983.png,Colombia,https://cdn.sofifa.org/flags/56.png,57,66,CD Once Caldas Manizales,https://cdn.sofifa.org/24/18/teams/101106.png,€130K,€1K,1337,67,53,55,64,35,48,29,25,36,25,28,7,9,5,12,10,58,56,76,28,20,50,43,31,50,35,41,55,65,67,59,78,35,30,37.0,56.0,48.0,38.0,38.0,237983,37.0,52.0,56.0,38.0,48.0,38.0,40.0,41.0,38.0,49.0,CB ,37.0,52.0,56.0,38.0,48.0,38.0,40.0,41.0,38.0,49.0,41.0
