SOAAADD12AB018A9DD	TRNCENP12903C9EF3A
SOYQLZV12AB0187F09	TRHEROX12903CB5A1D
SOYQMAM12AB0188007	TRGMEJU12903CBF21F
SOYQMAO12AF72A0EF6	TRLZEME128F93146DC
SOYQMBT12A8C1364B3	TRJDCFG128F4255792
SOYQMBW12A8AE458A6	TRVZGSR128F423B064
SOYQMBW12A8C141473	TRTXXJJ128F42B63DC
SOYQMDD12AB0183989	TRDEOTT128F9300293
SOYQMDV12A58A7C0B3	TRWSDDX128F427B20B
SOYQMEK12AB0187795	TRTHWDY12903CD68B7
SOYQMEQ12A8C138FAB	TREWWTN128F42875D3
SOYQMFJ12A6D4FE19D	TRMSQJS128F424D54F
SOYQMGB12A6D4F7836	TRHDJQR128F145A93C
SOYQMGD12AB0186931	TRFYWHW128F9349C23
SOYQMGT12A58810D3B	TRKFSAW12903CB57D8
SOYQMHB12AB01821F6	TROVEDK128F92FA3B9
SOYQMHG12A8C13CC15	TRCNFLW128F427E9BE
SOYQMHR12A6D4F8F06	TRPOUGV128F1472ED9
SOYQMHS12A6D4F9981	TRZYPOT128F14B0B7C
SOYQMHY12AB017B184	TRESYHC128F930D97D
SOYQMJZ12AB018294B	TRDOBOE128F932B231
SOYQMKQ12A6D4F9120	TRPDYQK128F147296B
SOYQMMX12A3F1ECF30	TRMUPHA128F42576FB
SOYQMRI12AB0183A0C	TRAIOHW12903CB9483
SOYQMRK12A81C237B7	TRPNPQP128F4231597
SOYQMRM12AB018A95F	TRXGQTP128F933434B
SOYQMRN12A8C13E96E	TRUAYMH128F427AE91
SOYQMRY12AB0182E01	TRCHHNN128F933262C
SOYQMSD12A8C13B2A4	TRQXDIT128F426BD77
SOYQMSE12AB018700A	TRUIXQP12903CCE4B8
SOYQMUA12AF729EE83	TRXJHCG128F4255980
SOYQNAD12AB0182CE8	TRANKRM128F9337582
SOYQNCB12A8C13E6F7	TREEBNB128F4281787
SOYQNCJ12A6D4F9CAB	TRHDRUJ128E0781685
SOYQNCM12AB0185E9F	TRKZPPB12903D0A0E2
SOYQNCT12A8C143C56	TRLPMKX128F92C813C
SOYQNEB12A8C1401CD	TRQLRMS128F9314932
SOYQNED12AB0182846	TRBHAXX128F9333B68
SOYQNFA12A8C13C739	TRJGEWX128F427D28E
SOYQNFI12A58A7CFAF	TRJUOCZ128F4296DE9
SOYQNKT12A58A79B9C	TRPFAKB12903CB1F28
SOYQNPA12A6310DF89	TRGRWHR128C7196833
SOYQNPV12A58A7B106	TREFWNQ128EF367641
SOYQNRI12A8C13EFFA	TREZFHL128F428254F
SOYQNRL12AB0187D91	TRCHKEB12903CB5B4A
SOYQNRU12A8C1404EC	TRSLGVF128F42A8C53
SOYQNSX12AB0182968	TRWANFA128F92F87DA
SOYQNTG12A8C13B354	TRLUVZV12903CED5FA
SOYQNWF12AB01878AA	TROMOOR128F9320CC3
SOYQNWH12AB0180C07	TRCNUNL128F93437CF
SOYQNXA12A81C23987	TRFQAHS128F42315E9
SOYQNZV12A58A7C24F	TRGCKUQ12903CAF9B6
SOYQOAG12AB0182640	TRBWTXJ128F930237D
SOYQOAI12A6D4F72F3	TRGQQBL128F149DDBF
SOYQOCI12A8C13792F	TRCTQCR128F426A822
SOYQODU12A58A7A22B	TRFPAZD128F4234020
SOYQOFI12A6D4F76E1	TRAAENC128F1451DE9
SOYQOFK12A8151E8FD	TRNZROJ128F42327F6
SOYQOGL12A8C1371BA	TREEHEI128F428294B
SOYQOIJ12A8C14325D	TRXNMFT12903CDC908
SOYQOLW12AB01832A3	TRYGHYL128F933B1D7
SOYQOMT12AB017DC67	TRHEIWE128F92C69CE
SOYQOMZ12AB017E7FF	TRCTADD128F9333BAC
SOYQONJ12AB0185190	TRQMXYA128F932AB8F
SOYQOOX12A6D4F5279	TRHTSRW128EF356BB3
SOYQOPX12AB0185689	TRYCFDS128F92FE21E
SOYQOQB12A6D4FAAE8	TRMTZVM128F148E924
SOYQOQL12AB018AD63	TRBVBRF12903CBF16F
SOYQOSR12A67ADE966	TRNIAUH128E07962CD
SOYQOTG12A67ADE611	TROLPRF128E0796060
SOYQOVD12A42806094	TRDXGWU128F92C6815
SOYQOWF12AF72AB280	TRAKUIZ128F4233991
SOYQOXD12A8C1425D9	TRBAMVP128F92CDB38
SOYQOZT12A6D4F601C	TRTEBWS128F14886DA
SOYQPDD12AB01896DD	TRSOCBH12903CC0BF9
SOYQPDF12A8C13AE6F	TRJQGBS128F4289265
SOYQPEI12AB01874B0	TREMNFN128F9329D31
SOYQPGZ12AB018A28A	TRLDOIC128F933F62B
SOYQPIR12AB0181471	TRVGEDD12903D0CA85
SOYQPLH12A58A7D6A6	TRGAAQX128F4264C0F
SOYQPME12A8C136A9D	TRLCRXR128F4278621
SOYQPNY12A6BD4D3C2	TRWCHJE128EF349E4F
SOYQPRH12A8C13E02C	TRPWNBC128F428F990
SOYQPVF12A58A7A264	TRLEZEM128E078EBEC
SOYQPVX12AF72AA49E	TRCOKKZ12903CF5F87
SOYQPWI12A8C13B454	TRFHNRY128F42661A8
SOYQPWS12AB017C842	TRLHGPU128F92EEDE3
SOYQPWW12A6D4F9756	TRCFDXP128F1463885
SOYQPWY12A6D4FA6E2	TRTVVOL128F4226BDD
SOYQPXG12A6701E11F	TREIBQB128E0792835
SOYQPXW12A8C13CB6A	TRYDKBG128F427F189
SOYQPYV12A8C131042	TRDHRVR128F423DE57
SOYQQAC12A6D4FD59E	TRLYTFL128F148B221
SOYQQAG12A58A7D541	TRDJZAT128F428BA7D
SOYQQEK12AB0184F92	TRTIVFD12903CAADEA
SOYQQFF12A8AE46E12	TRFZKBH128F4258566
SOYQQGG12AB0185746	TRRCRNT12903CBBE54
SOYQQIH12AB018B934	TRBPIMB12903CBEFCE
SOYQQIW12A8C137707	TRBTTCQ128F4262060
SOYQQIY12A67AE0888	TRJHFHR128E079688C
SOYQQOT12AC3DF850E	TRYGZNA12903D06886
SOYQQQT12AB018D6EF	TRMTFSB12903CDB103
SOYQQQU12A58A78C06	TROKRXA128F147BFD7
SOYQQSD12A8C13B35C	TRBNKEI128F422EC4B
SOYQQSI12A8C13E3B2	TRTNVNZ128F425042A
SOYQQVS12A6BD5471E	TRVRIIJ128EF34BA87
SOYQQYD12A58A7C564	TRUGVMD128F427C59F
SOYQQYN12AB018AB89	TRXZSEU12903CF6A5F
SOYQQZX12A8C13C5A2	TRWWXPR128F429B5E9
SOYQRDB12AB01823B8	TREUOGK128F92FE84D
SOYQRFT12AF729BE56	TRLMAET128F426376B
SOYQRGJ12A8C1454A0	TRZQXHV128F92EFF0C
SOYQRHA12A6D4F6704	TRVBSSS128EF35F5B4
SOYQRHN12AB0185B47	TRDIXTT128F9347DE4
SOYQRIO12A6D4F9561	TRBQYMN128F147852E
SOYQRJJ12A6D4F6FB4	TRSXTLV128F145F8E2
SOYQRKG12A58A7835E	TREVTWQ128F147F833
SOYQRMC12AF72A24BD	TRMZDZT128F1454075
SOYQRMI12A8C13DEFC	TRDXPNA128F92F3AD4
SOYQRMW12AF72A67DB	TRNXAEB128F428CCEE
SOYQRNH12AB01864A3	TROYMFR128F9316B29
SOYQRPN12AB017F76A	TRRCVTI128F92FC753
SOYQRPQ12A6D4FA3AD	TRFPAUY128F422B464
SOYQRRG12AB018A452	TRDWKLI128F93490F8
SOYQRUM12A8C1374B6	TRXTLPT128F42881BD
SOYQRVI12AB017AE30	TRTAHAF128F9301E73
SOYQRWO12AC9097A2A	TRSZINC12903CFD7CC
SOYQSBM12AB0183BEF	TRIVNMC128F92F0990
SOYQSBT12A8C144A64	TRYJLNT128F92FA669
SOYQSCK12AB0187832	TROSSHD12903CDECAD
SOYQSDH12AB017F78F	TRDZNJD128F92DFCC8
SOYQSDY12A6D4F5A3D	TRROELI128F147EEF0
SOYQSEU12AC4687C03	TREXYHY12903D09EDD
SOYQSFL12A67ADA57C	TRMNWRJ128E0799ACE
SOYQSFW12A6D4FAC84	TRJMQZU128F14A6C34
SOYQSIT12AB0188B67	TRTTSYJ12903C9418A
SOYQSIY12A58A787E9	TRQPYMM128F92F27CF
SOYQSJM12AB017F7D3	TRYICMR128F92F9F1A
SOYQSNV12AB0181C39	TRVNQBN128F9344A5D
SOYQSRT12A67AD9043	TRDCESN128EF341135
SOYQSTU12AF72A00F4	TRSCSNS128F933F367
SOYQSUW12AB01865AF	TRSXMWA12903CCFAAD
SOYQSVW12A8AE4575B	TRKCPEY128F4231DFE
SOYQSWT12A67ADF73D	TRIKAWF128E0799860
SOYQSXI12AB018722F	TRTKJHH128F932E0D1
SOYQSYC12AF729E4DB	TRQAGWD128F42AEE4D
SOYQSZW12A6D4F818E	TRUTUDX128F145F6E7
SOYQTEG12A8C145B7D	TRTKFFM12903CB729A
SOYQTFA12A6D4F7D41	TROFCNQ128F933CA05
SOYQTGR12A8C13E551	TRAYDDV128F4279576
SOYQTHP12AB017EE30	TRHIVBF128F93187F1
SOYQTHY12B0B80BC93	TRWOFBS128E078F5B5
SOYQTLE12AB01835FF	TRZHFIB128F930246B
SOYQTLK12A6D4F6248	TRZVDHH128EF355B2A
SOYQTLK12A8AE469AE	TRLHJHM128F42399B8
SOYQTNN12AB017B32B	TRCQHDW12903CFEBCD
SOYQTPT12AB0183AB7	TRGDFMC128F93294C3
SOYQTRQ12A6D4F9E01	TRWHMGI128F422677D
SOYQTRZ12A58A7C441	TREGDJW128F1459E86
SOYQTTT12AB01839C8	TRNKUXR128F930FE30
SOYQTUA12A8C14182A	TRQLCRJ128F93088BC
SOYQTUP12A6D4F8D2A	TRWVQLD128F147DB22
SOYQTUS12A81C20B50	TRXXHKH128F92F6EF0
SOYQTWF12AB0186F2E	TRMRTFQ12903CBFA36
SOYQTXY12AB0180339	TRMDILZ128F9311087
SOYQTYH12AC960A1BD	TRACHTG12903D00DB4
SOYQUBI12AAA15FB71	TRHQYND128F92FFB45
SOYQUCY12A8C13630E	TRYFWJM128F4273E65
SOYQUEK12AB0182CA8	TRJVFAU128F9312297
SOYQUIL12AC960DA61	TRSSMTT12903CFB058
SOYQUIX12A81C218E7	TRNUHVT128F42631CA
SOYQUKJ12AC468ADA1	TRUWVZQ12903D0ED8A
SOYQUKZ12A58A7C51E	TRSFAVN128F932CCC8
SOYQUPC12A8C137CFC	TRABLXT128F4266428
SOYQUPT12A58A7FEF7	TRGMLAE128F931F792
SOYQUQE12AB01867AE	TRNZWIB12903CD756C
SOYQURM12A58A7CC79	TRRIVFB128F1480D98
SOYQURV12AB018622A	TRVUXQA12903CC44DD
SOYQUTM12AB017F4F0	TRWVXKP128F930235E
SOYQUUG12A8C13421C	TRBOLJJ128F4261374
SOYQUVH12AF729E770	TREXIZV128F14AEC19
SOYQUVW12AB0184898	TRKZOQG128F93451D1
SOYQUWC12AB0180037	TRAPKJG128F931B57E
SOYQUYB12A8C134832	TRFBNTS128F42864EE
SOYQUYZ12A8C13E3BC	TRQSUGU128F427F3F2
SOYQUZR12AB0183E61	TRWHZSQ128F92EDE87
SOYQVBY12AC468C846	TRWXLBQ12903CE2985
SOYQVCT12AAA15E9F5	TRGZPOM128F92EE7C8
SOYQVEX12AB017ADE9	TRNWVXA128F425B260
SOYQVGU12AB017DB87	TRKJXOY128F930ACB9
SOYQVHY12A8AE47C23
SOYQVJJ12AB018C14E	TRCJIOT12903CC1018
SOYQVJM12A6D4FDC4D	TRLAVSS128F421C5BF
SOYQVJP12AB01805D1	TRFWFMJ128F9309676
SOYQVJX12A8C142FE2	TRCIHSK128F92E22E5
SOYQVKH12A6D4FADE8	TRCVBFX128F1499D2E
SOYQVNW12A8C13C5FC	TRLFBZL128F427D54F
SOYQVOE12AB018C8B8	TRAMNQW12903CAF432
SOYQVUT12AB0186016	TRGPGOC12903CDC406
SOYQVVI12A8C142231	TREUYEV128F42BCD7B
SOYQVXP12AB0184F4F	TRHTCCB128F934B1C8
SOYQVZS12AB0182FA8	TRSVTOC128F932586C
SOYQWAB12A6D4F9A3E	TRMGUFR128F1485A03
SOYQWBL12A58A7B6EC	TRCFBOH12903D0531F
SOYQWBU12A8C138FC7	TRSEOTX128F42554B9
SOYQWCQ12A6D4F888F	TRGYCUR128F1468FB6
SOYQWDX12A6D4FBB50	TRCOFFE128F424352B
SOYQWDZ12A8C145B59	TRIYTOF128F92EBD5B
SOYQWES12AB0183491	TRTXCZV128F931C35B
SOYQWET12AB017C784	TRFZDVP128F92E2534
SOYQWFS12AB017F33F	TRRKOEN128F9326868
SOYQWGK12AB018BD3B	TRZPUQJ12903CB5FB5
SOYQWHU12AB019066B	TRERJLJ12903CD7F63
SOYQWLS12A6D4FADEF	TRIZKJN128F14875CD
SOYQWMB12AB0180512	TRUXQJB128F9309DEE
SOYQWMD12A6701E7E5	TRRAESW128E0785EA4
SOYQWQU12AF72A320E	TRSQAMW12903CDB5E2
SOYQWUG12A67021385	TRORBEA128E078EFB8
SOYQWXN12A8C137F1D	TRGXQDP128F427FCEE
SOYQWYK12A6D4F505B	TRMCDQM12903CEC318
SOYQWZQ12A8C1427A7	TRIQVNR128F92F1D26
SOYQXAU12A8C135A75	TRAWJDS128F4262D92
SOYQXBU12AB0188B5D	TRVYHIP12903CCBEB1
SOYQXDQ12AB018220A	TROLEXM128F933F8C0
SOYQXHP12AB017FE76	TROSHXT128F92FA079
SOYQXJG12AB0187CC4	TREUAKC12903CE59C3
SOYQXJL12A6D4FAD98	TRMNCKM128F14AC1FA
SOYQXLA12AB0180F74	TRPWWJT128F9348296
SOYQXLK12A8C13E7B9	TRIOLWA12903CAF04A
SOYQXMH12A8C14048C	TRRKUAW128F4285ACE
SOYQXMV12A8C13C6DD	TRKKCMQ128F4298DED
SOYQXNV12A8C143424	TRINTSE128F92F20D0
SOYQXQV12AB018D3B7	TRNAQAF12903CD64E4
SOYQXRQ12A6D4F790E	TRSXRJU128F1455B38
SOYQXSC12A6D4F8063	TRNCOGS128F149150D
SOYQXSP12AB018C149	TRMTUTE12903CB4964
SOYQXTD12AB018710A	TRDIAEW128F93539B6
SOYQXUS12A6D4FA26C	TRCSIRP128F1480C91
SOYQXVM12A6D4F64F2	TRQGULZ128EF35F1A3
SOYQXWQ12A6310E311	TRLAXYB128E07826B9
SOYQXWW12A8C1405AE	TRRJZHV128F429ECAF
SOYQXXD12AB018583B	TRNBPKE12903CC5A4F
SOYQYAG12A58A79359	TRGPFBF128F1464A90
SOYQYAG12AB0180004	TRVYXZS128F932AA99
SOYQYBS12A8AE45E99	TRMUQFV128F4238363
SOYQYES12AB018DBEC	TRGLWZH12903CBA2CC
SOYQYFH12A8C13116A	TRIDANP128F423440E
SOYQYKE12A67021A80	TRNRPPV128E078CE7E
SOYQYKP12A8AE46849	TRSMJYX128F425EC67
SOYQYLE12A6D4F9C2F	TRGNQAS128F146AA95
SOYQYLM12A8C1438A8	TRRXEDC128F92F97E6
SOYQYMC12A6D4F6695	TRFYYGL128F146591C
SOYQYNQ12AF72A77F6	TROWMIF128F426AC8B
SOYQYOT12A8C13919B	TRMCNFF128F4259D1F
SOYQYPC12A8C144D50	TRWOBOX128F92C825C
SOYQYPJ12A67ADF44C	TROBLJG128EF33FA79
SOYQYRE12A8C1398D0	TRLNDSV128F42764B7
SOYQYRK12A6701D905	TRTQKUF128E078456F
SOYQYSB12AB017D6B2	TRXWFDH128F930D4B6
SOYQYSM12A8C139EC0	TRUMAME128F426E616
SOYQYTI12A6D4F89A1	TRYTKNG128F1495BD0
SOYQYTX12AB0186FFA	TRADHAM128F933B421
SOYQYUA12AB018ABC6	TRWNLJI12903CE39AF
SOYQYVK12AF72A230D	TRXQSPG12903CD4492
SOYQYVR12AB0188BA3	TRSYIHG128F9336D4E
SOYQYWG12A6D4F7F8D	TRZPRRT128F147F2D3
SOYQZAY12A8C13B84D	TROKJNC128F4265611
SOYQZBR12A8C1426D1	TRUFIEC128F92F3B8F
SOYQZDQ12A8C143669	TRIWGTB128F92C5969
SOYQZEP12A8C13AC71	TRYQNTS128F42A2A0C
SOYQZFC12AC468A0A0	TRFFRZU12903CF26A5
SOYQZGD12AB01870F2	TRKJZPX12903CA7510
SOYQZGN12A6D4FCA02	TRKERNN128F4250B2A
SOYQZHT12AC468D878	TRZMWZW12903CE3216
SOYQZJX12A8C143C65	TRIEWAO128F92D045A
SOYQZLZ12AB01853E3	TRCREWL128F9350CBD
SOYQZNF12A8C13E3FA	TRCBQZR128F42935A8
SOYQZOC12AB0180056	TRWPERL128F93323AE
SOYQZOX12AF72AAB57	TRGFUVG128F932DDB7
SOYQZPN12A8C140190	TRKNFJZ128F4283588
SOYQZQI12A8AE45DB3	TRNCFQW128F422BFDF
SOYQZRR12A670206D1	TRJKMBS128E078532D
SOYQZSY12A58A79D19	TRHDOMZ128F423B2AE
SOYQZTN12A8C134986	TRXJGQX128F934B254
SOYQZWG12A8C143F0D	TRXNCQP128F92DEF7B
SOYQZXI12A6D4F7C20	TRLBRLD128F14A98CA
SOYQZYF12AF729FAE5	TRCXZMW128E078470E
SOYQZZH12AAA8C86AF	TRYAPBL128F92EFBB5
SOYQZZY12A6D4FD080	TRKRBQY128F422F620
SOYRAAH12A6701E5FE	TRPCAZV128E078967D
SOYRABL12A8C13560C	TRHJNDS128F425574C
SOYRACV12A8C13C4D8	TRARRTH128F429911A
SOYRAGM12AB017C552	TRSVYDM128F92E6C08
SOYRAGR12A6D4FC165	TRLPXQY128F4243EE9
SOYRAGV12A58A7EDFC	TRHGHZW128F427C2AF
SOYRAGW12A8C142F73	TRLQREV128F92EE329
SOYRAHI12A67ADBEFF	TRJTOIS128EF34260C
SOYRAHL12A6310D821	TROGWDH128F42925B6
SOYRAJP12AB01891B3	TRFPOCM12903CEAC77
SOYRANI12A8C134B70	TRKCSEX128F4254B40
SOYRANX12AB018826A	TRMTUXL128F932A59E
SOYRAQB12A8C137E60	TRRYTXT128F42483B8
SOYRARS12AB018709E	TRQBTDV128F9340EEF
SOYRASA12A6D4FAB5B	TRCYMMC128F42433CE
SOYRASF12A6D4F8612	TROCCIT128F1465A83
SOYRATA12A6D4FBE31	TRDITFM128F427FB46
SOYRATM12A6D4F90F4	TRMHXXB128F14A0CBE
SOYRAWZ12A8C133C0B	TRFQIHE128F424A4D6
SOYRAZC12A81C21EAB	TRAUPXA128F42373C3
SOYRAZN12AB0189C60	TREZCFF12903CBBE92
SOYRAZV12AC9075197	TRCUESH12903CFD48B
SOYRBAC12A8C1336E2	TRXALZY12903CE03FD
SOYRBAV12A8C14321E	TRHFVBS128F92E711C
SOYRBAY12A8C136706	TRTRBCD128F4264643
SOYRBBD12AB018B307	TRHOUCS12903CB5D4F
SOYRBER12A6D4F5083	TRWZLQF128F146FFC5
SOYRBEW12A58A7B5F5	TRYKDKX128F92EF319
SOYRBHA12AF729E55F	TRPQJSZ128F92FC931
SOYRBIB12A8151BE80	TRKRPON128F4232849
SOYRBJV12A6D4F894F	TRFKFTA128F146AB44
SOYRBLI12A6D4F4823	TRADOCN128EF3542DB
SOYRBMM12A8C1454DD	TRUAXWZ128F93052AA
SOYRBOP12A6D4FC63F	TRTCMKX128F14ADC00
SOYRBOU12A8159E910	TRYBUBB128F4229E7F
SOYRBPO12AB018308F	TRSTJVC128F933DCF1
SOYRBPZ12AF72A415C	TRPPOLW12903CB5FF4
SOYRBSD12A6D4F6F7C	TRJOKOO128F1466A06
SOYRBSI12A8C1321D7	TRJNALY128F4265B66
SOYRBUF12A6D4F84A4	TROFFUU128F1460285
SOYRBUY12A8C1427DE	TRHLYRQ128F4293579
SOYRBVM12AB018C0EB	TRXQHER12903CE3E1E
SOYRBXE12A67AD94C9	TRJCRDM128EF34362C
SOYRBYI12AB0187560	TRSOCPN12903CC45E6
SOYRBZA12A8C140C12	TRMMNWF128F42889CB
SOYRBZN12AB017F102	TRBOEZF128F930C26B
SOYRBZU12AC468C33A	TRIOTUH12903D0A296
SOYRCCB12A58A7BB98	TRVFRWR128F147F84E
SOYRCCB12A8C1386CF	TREVGWR128F4273099
SOYRCCK12AB017CF96	TRYTDVP128F93011F8
SOYRCDI12A8C142319	TRRQZHP128F92F8DBE
SOYRCEP12A8C136F30	TRNMIMK128F4285E4C
SOYRCFD12AB0187F39	TROBIFZ12903CA3821
SOYRCGZ12AB018C866	TRGSVGT12903CAF416
SOYRCHS12A6701C565	TRKEJHE128E0789D26
SOYRCNZ12A8C13B486	TRBXWMT128F42975FC
SOYRCOK12AB017AAED	TRUKVFI128F92FFFDB
SOYRCPF12AF72A84DD	TRQJJCE128F425C359
SOYRCPR12AB0188C74	TRJOEZE128F933E9A0
SOYRCQP12A8C136F0A	TRUKUCH128F425307F
SOYRCQU12AB01890FA	TRMHWRJ12903CCBCF3
SOYRCRA12A8C1389F2	TRXQUIU128F426BCA2
SOYRCRP12AB018B2A8	TRYOXLA12903CDD2C8
SOYRCRR12AB0188C3F	TRKOMHG12903CBEF3C
SOYRCTM12AB0180E59	TRIJSPD128F9346E1D
SOYRCTM12AB01860FA	TRAIGSC128F933BBD7
SOYRCUN12AB017F9AB	TRKBRGH128F92F2029
SOYRCWL12AB018A9B4	TRGWWNW12903CB5BC0
SOYRCYP12A8C139456	TRMFVVB128F42660A1
SOYRDAQ12AB018884E	TRUAFYE128F931E977
SOYRDCC12AF72A3070	TRDVBFZ128F425D3B1
SOYRDDG12A81C20D74	TROFHQG128F4253C38
SOYRDDO12AC392B607	TRUDVPD12903CE6AC1
SOYRDEP12AB018495D	TRTBODC128F930CF11
SOYRDHH12A6BD53746	TRZHCDM128EF34B75E
SOYRDJG12AB0183F00	TRZVMGS128F9323255
SOYRDJN12A8C135344	TRIEHVC128F425AE56
SOYRDMP12A6D4F8E8B	TRGYZPU128F147C30A
SOYRDNL12AB017F99D	TRAUAJU128F92F953B
SOYRDNQ12A6D4FBE75	TRZQOUF128F422953B
SOYRDRF12A8C1327A2	TRXTHRB128F42434BB
SOYRDRH12AB018A82D	TRYREDG128F934393A
SOYRDTB12AB0183981	TRYWWIB128F930696D
SOYRDTF12A67020BF3	TRUVUYW128E0791D7F
SOYRDUF12A8C13E7C0	TRZHVCO128F4281CE8
SOYREAQ12AB018978F	TRVAQKL12903CEA58A
SOYREBM12A6D4F7CD4	TRSMQDK128F14AA552
SOYREDB12A81C236A7	TRFDLNZ128F9361136
SOYREDC12AB017F40D	TRSHVLD128F930EE18
SOYREFG12AC3DF693C	TRNSEQF12903CE3D1F
SOYREGK12A58A78D6F	TRBHJZQ128F9306D37
SOYREHQ12AC468C373	TRAZOWT12903CE82FB
SOYREIZ12A6D4FD489	TRNADLI12903CE2947
SOYREJO12AB01859ED	TRZJFWY128F930AE3A
SOYRENC12A8AE48B42	TRUCEEI128F4254C9E
SOYREQL12A58A7DA6F	TRDHNMX12903CDE519
SOYREQS12A8C13596D	TRWDJLZ128F424C8FF
SOYRERB12AB0184A62	TRSYFMB12903CB734A
SOYREVQ12A8C13433D	TRCVWRR128F42495EF
SOYREYJ12A8159E95D	TRQLWTW128F42325DD
SOYREYM12AB01827FC	TRTRTTD128F92F96C7
SOYREYO12AB01833B3	TRWGZQG128F92F6EBF
SOYREYW12A679C8090	TRILQTA128E079343C
SOYREZG12AAA15D00A	TRHKLQX128F92EE67E
SOYRFAC12A8C136C32	TRVXQXQ128F4258CC1
SOYRFBS12A8C12FF0F	TRMRRYV128F423ED95
SOYRFCZ12A8C13C9CB	TRWMVVP128F426E326
SOYRFDV12AF72A7E06	TRKABFX128EF34E2BB
SOYRFDX12A8C13DB75	TRLYSXY128F931D50D
SOYRFHS12A81C217CA	TRGZRPQ128F4233829
SOYRFIA12A58A7C421	TRDXNBV128F4255C37
SOYRFII12AC9E15DD1	TRBLVDB12903CA0DC1
SOYRFIN12A6D4FBEA5	TRZQBDU128F421DD03
SOYRFJL12A67AD8E3D	TRVECNE128E0794BD2
SOYRFJW12AB017D1B5	TRBUCMH128F931B70D
SOYRFPA12AB017EA53	TRUSSRD128F9316B64
SOYRFPF12AB0181C24	TRSKGKP128F931ECB6
SOYRFPV12AB018B0CF	TRMRHKD12903CB61E8
SOYRFUE12AB0183E5C	TRARRTI128F93112F1
SOYRFUX12A6D4F94F7	TRXSPOT128F14778EE
SOYRFXR12AC468692A	TRHKJQR12903CF2E7A
SOYRFXZ12A8C131229	TRVPCJF128F424EF39
SOYRGBR12A8C133D29	TRCLECV128F424EE0A
SOYRGBU12AB01836A0	TRAYSTQ12903D01BBA
SOYRGCM12AB017F511	TRAIDGY128F93236F9
SOYRGCO12A3F1EB43B	TRNVDEG128F426AE3E
SOYRGCP12A81C1FE17	TRTFBCQ128F424FB74
SOYRGCV12AF72A4B5A	TRWLJQH128EF3684A7
SOYRGDX12A8AE45C57	TRZIGZV128F92FA338
SOYRGEN12A8C139380	TRCXEJK128F4269541
SOYRGFE12A8C13E1D6	TRASPNM128F4281B68
SOYRGFG12AAF3B518D	TRLFRBE12903CB256D
SOYRGGA12A8C14686F	TRESOFQ128F92DF70F
SOYRGGY12AB0187EE3	TRSZNSE12903CA2034
SOYRGHW12A8C13B08D	TRSPVPF128F429ADA1
SOYRGIC12A8C14560E	TRIPCTI128F92ECE18
SOYRGJE12A67ADD646	TRKSJIU12903CF3905
SOYRGJN12AC468C987	TRMYWOI12903CEC22A
SOYRGKQ12AB0187DBC	TRSQPFW12903CE6A3D
SOYRGPQ12AB0181E7B	TRMWGWX128F92F84A7
SOYRGRI12A6D4F83E1	TRXKCQE128F146AC6F
SOYRGRV12AB01880F0	TRWDSZY128F931C1F3
SOYRGSH12AB017F24D	TRXEOJF128F42ACDB6
SOYRGSX12A58A798B8	TREUKRF128F14A26DE
SOYRGXK12A58A768DA	TRUERHW128F92E4CF7
SOYRGXS12A6D4F8836	TRQUAMC128F1486292
SOYRGYQ12A58A78C9A	TRPPQHW128F92C7F7F
SOYRGYR12AB018946A	TRMQSDR128F934A350
SOYRGYZ12A679D8B10	TRAGVXX128E0793915
SOYRHFH12AC4689CA1	TRJWMYB12903CEBC6A
SOYRHFP12AB0182C63	TRMAZCQ128F92DEBA7
SOYRHIN12AB017F220	TRFVAVB128F92DCDDD
SOYRHKG12AB018C760	TRGVOXO12903CC09A7
SOYRHLX12A8C140A55	TRQNTZS128F4293353
SOYRHMU12AB0186E6B	TRVFBTH128F933E94F
SOYRHNG12A8C14002E	TRTYLFI128F427EF49
SOYRHOC12AB018DBB5	TRNOSCC12903CC2DB8
SOYRHPH12AB01883B1	TRVNGIM12903CAF409
SOYRHPU12A8AE49318	TRPERWI128F423C840
SOYRHQN12A6D4F554F	TRHGNIJ128EF35C74D
SOYRHQT12A81C1FAA2	TRDCDAR128F4234D27
SOYRHSC12AC468C779	TRBZJRI12903D0C9B7
SOYRHSQ12A8C13F835	TRVKOMT128F428B017
SOYRHTV12A8C1300B7	TRQIGOK128F424806D
SOYRHUQ12A8C136CEF	TRDPCHE128F4261577
SOYRHVQ12A8C1345FA	TRFMVGD128F92E0BA9
SOYRHXI12A8C144108	TRUNPXJ128F92F0B7B
SOYRIAB12A6D22825E	TRHPNJC12903CF04D5
SOYRIAG12A8C140339	TRQNUPA128F4294F02
SOYRIAT12A6D4F9DB2	TRVHBNM128F14B1882
SOYRIBP12A8C135F01	TRJVJMX128F425EDFB
SOYRIDS12A6D4F9532	TRZEJEI128F1489D01
SOYRIEO12AC3DF556E	TROGHLF12903CFFC43
SOYRIEY12AB0183D9D	TRWKIRP128F933FF22
SOYRIEZ12AF72AA1B1	TRCKNSM128F4276759
SOYRIHX12A58A7AC70	TRWEILC128F4258055
SOYRIIG12AB0187E55	TRQSCGY12903CD9337
SOYRIJL12A8C13BB19	TRWHGVO128F42A374D
SOYRIKA12A6D4F93D9	TREFVXE128F14840C8
SOYRILB12B0B806BE7	TRDUGIX128F4229397
